Id,SalePrice
1461,111593.74
1462,155501.6
1463,179684.9
1464,194549.5
1465,200662.36
1466,160627.58
1467,170166.31
1468,152689.88
1469,203482.48
1470,117623.19
1471,153023.08
1472,87201.43
1473,81070.49
1474,138233.12
1475,98041.73
1476,389025.66
1477,266103.47
1478,318383.0
1479,313664.16
1480,497516.1
1481,309309.22
1482,205867.2
1483,170607.67
1484,159001.08
1485,174888.44
1486,184978.88
1487,335517.5
1488,218670.64
1489,205036.97
1490,260026.48
1491,195788.67
1492,96560.64
1493,187633.23
1494,302381.25
1495,280301.16
1496,249040.05
1497,168237.97
1498,174798.69
1499,155624.67
1500,140556.16
1501,191297.4
1502,130205.32
1503,361505.75
1504,228376.06
1505,223868.88
1506,191247.44
1507,248302.28
1508,190015.25
1509,154933.02
1510,144730.86
1511,155060.89
1512,168930.98
1513,149487.44
1514,168679.03
1515,209003.47
1516,156664.61
1517,179873.03
1518,116415.484
1519,220242.86
1520,117984.86
1521,133995.58
1522,191609.89
1523,109030.53
1524,116686.02
1525,113827.75
1526,103478.414
1527,101376.45
1528,124729.59
1529,158495.1
1530,207043.08
1531,133583.5
1532,92629.914
1533,161446.42
1534,120526.33
1535,145349.61
1536,89048.305
1537,48638.12
1538,148637.22
1539,205144.83
1540,120149.93
1541,130345.03
1542,162751.16
1543,175842.92
1544,73191.71
1545,116119.55
1546,139382.64
1547,137541.4
1548,143375.89
1549,123876.34
1550,146077.22
1551,98320.66
1552,149579.08
1553,154178.0
1554,107733.49
1555,154020.67
1556,54621.348
1557,142783.62
1558,107787.27
1559,68651.664
1560,113238.54
1561,153521.0
1562,122848.9
1563,124702.42
1564,157166.55
1565,154626.66
1566,224056.36
1567,66750.7
1568,217050.12
1569,130669.06
1570,124375.875
1571,75545.11
1572,148337.34
1573,269010.12
1574,132081.73
1575,240879.02
1576,224072.64
1577,178037.78
1578,151720.9
1579,127627.56
1580,181308.84
1581,151001.88
1582,130873.55
1583,279831.47
1584,210964.45
1585,128714.87
1586,83769.26
1587,106110.91
1588,154093.34
1589,106767.69
1590,122553.99
1591,92520.24
1592,129869.03
1593,128573.664
1594,154302.98
1595,123609.28
1596,220521.69
1597,206571.84
1598,209577.34
1599,184725.16
1600,163713.61
1601,50514.08
1602,123804.164
1603,43025.242
1604,282971.4
1605,215255.69
1606,145817.47
1607,165256.1
1608,197550.5
1609,186996.62
1610,144006.08
1611,123365.85
1612,186455.69
1613,161138.02
1614,133264.95
1615,91939.25
1616,70960.016
1617,80462.64
1618,131544.36
1619,138925.33
1620,178056.05
1621,120406.234
1622,148554.95
1623,251622.0
1624,190646.22
1625,113264.01
1626,173230.94
1627,183402.34
1628,274979.97
1629,169622.1
1630,368253.94
1631,253525.48
1632,246664.77
1633,164039.45
1634,171846.36
1635,159448.53
1636,135846.69
1637,190862.5
1638,179591.12
1639,180998.95
1640,233966.69
1641,177009.0
1642,249035.72
1643,217663.38
1644,235779.4
1645,213941.16
1646,158084.72
1647,154593.5
1648,126714.31
1649,123356.44
1650,104547.73
1651,111557.61
1652,83805.71
1653,80360.78
1654,139007.9
1655,114678.18
1656,129970.94
1657,145532.17
1658,138453.78
1659,121243.375
1660,144376.34
1661,449685.6
1662,392872.9
1663,401067.66
1664,545720.44
1665,344209.8
1666,329579.25
1667,390245.06
1668,373675.5
1669,331652.38
1670,372428.25
1671,272006.0
1672,418642.78
1673,293802.72
1674,249381.62
1675,208418.61
1676,208213.55
1677,218868.22
1678,490013.4
1679,398870.78
1680,354632.94
1681,289164.62
1682,328689.44
1683,189547.8
1684,162209.5
1685,167621.1
1686,161265.9
1687,154389.89
1688,177754.27
1689,181874.56
1690,183718.81
1691,168429.86
1692,250320.36
1693,158641.88
1694,173310.86
1695,159309.42
1696,260214.25
1697,170207.08
1698,333435.88
1699,331904.88
1700,264770.6
1701,272499.8
1702,230669.4
1703,225189.67
1704,273015.28
1705,253594.23
1706,205300.84
1707,231660.4
1708,201959.7
1709,254559.69
1710,223527.72
1711,277068.25
1712,260115.42
1713,284075.16
1714,222982.83
1715,203760.8
1716,178705.3
1717,167537.3
1718,145923.16
1719,220942.77
1720,246622.7
1721,139471.7
1722,110551.37
1723,141446.81
1724,215345.08
1725,230881.48
1726,177169.4
1727,146540.05
1728,145599.7
1729,166848.14
1730,155058.27
1731,110356.03
1732,130032.805
1733,110640.59
1734,124110.555
1735,89331.47
1736,88430.664
1737,292172.28
1738,257794.48
1739,238844.7
1740,225902.98
1741,193432.95
1742,172390.48
1743,168479.44
1744,368548.94
1745,221786.31
1746,198686.56
1747,211595.4
1748,220703.67
1749,132013.03
1750,134236.44
1751,228793.06
1752,99581.89
1753,156954.73
1754,196629.75
1755,170455.62
1756,138881.45
1757,115904.1
1758,144593.67
1759,152636.64
1760,156259.36
1761,161112.86
1762,184273.25
1763,184114.17
1764,110799.74
1765,181353.45
1766,186030.61
1767,229603.1
1768,134226.66
1769,161500.1
1770,147888.38
1771,124026.28
1772,128437.05
1773,112195.74
1774,149636.66
1775,138474.86
1776,131734.89
1777,105475.96
1778,140750.19
1779,137003.73
1780,149316.52
1781,120695.3
1782,69689.81
1783,136915.75
1784,90056.086
1785,145038.14
1786,98515.2
1787,144137.48
1788,49980.74
1789,103394.57
1790,67047.82
1791,199981.16
1792,164678.95
1793,136245.36
1794,156424.72
1795,137217.44
1796,135600.2
1797,117778.836
1798,125658.75
1799,95978.63
1800,124237.24
1801,119400.06
1802,102474.45
1803,155488.05
1804,115334.266
1805,126787.65
1806,119453.82
1807,134091.22
1808,119565.26
1809,132207.52
1810,141073.22
1811,149558.88
1812,112379.695
1813,136064.23
1814,97072.36
1815,57922.055
1816,93694.51
1817,102599.266
1818,160918.61
1819,138179.64
1820,35115.66
1821,102780.15
1822,151447.34
1823,35548.51
1824,131075.22
1825,143625.48
1826,94203.195
1827,103995.73
1828,136459.25
1829,123728.18
1830,147334.95
1831,156583.47
1832,25944.516
1833,146350.48
1834,112737.66
1835,129398.484
1836,133840.3
1837,88849.3
1838,113833.375
1839,103479.44
1840,157267.22
1841,127780.65
1842,74090.57
1843,141577.94
1844,135517.97
1845,133483.44
1846,153527.19
1847,155209.36
1848,39273.91
1849,104434.74
1850,108212.62
1851,144229.69
1852,107352.414
1853,111315.41
1854,157255.66
1855,151266.19
1856,212202.55
1857,123620.26
1858,141175.52
1859,96490.664
1860,138535.75
1861,104712.164
1862,302349.03
1863,290073.0
1864,290099.2
1865,381997.7
1866,354244.75
1867,210594.61
1868,297362.9
1869,204010.1
1870,215302.5
1871,264242.34
1872,167431.97
1873,231826.42
1874,139083.19
1875,172625.28
1876,192540.27
1877,201601.27
1878,186164.84
1879,137319.73
1880,124311.9
1881,242597.14
1882,230915.44
1883,171087.84
1884,194306.19
1885,217583.8
1886,287832.6
1887,210631.78
1888,256555.89
1889,160549.8
1890,92304.08
1891,94233.02
1892,103666.68
1893,126008.45
1894,121650.875
1895,130843.0
1896,127022.42
1897,125565.04
1898,93886.46
1899,159646.5
1900,157179.83
1901,187136.22
1902,184166.86
1903,213635.0
1904,170274.8
1905,209885.89
1906,167479.0
1907,244528.55
1908,102051.68
1909,116977.18
1910,119347.54
1911,231644.56
1912,326421.84
1913,153693.42
1914,49923.426
1915,366490.72
1916,120479.15
1917,216140.14
1918,131277.64
1919,152319.69
1920,157485.17
1921,394439.3
1922,349688.06
1923,229245.16
1924,228280.97
1925,199883.3
1926,395725.28
1927,121319.21
1928,170671.86
1929,112208.12
1930,119146.945
1931,107091.984
1932,116893.35
1933,192606.33
1934,181503.28
1935,158046.56
1936,206931.83
1937,167249.67
1938,156178.33
1939,271254.22
1940,196383.14
1941,162047.17
1942,142069.16
1943,231099.6
1944,393213.03
1945,427224.47
1946,227014.77
1947,136902.94
1948,179550.86
1949,237903.56
1950,182205.77
1951,247235.12
1952,202314.48
1953,179333.27
1954,171115.34
1955,131600.67
1956,296672.62
1957,159259.62
1958,237836.03
1959,128538.07
1960,88838.5
1961,123782.984
1962,81211.97
1963,93867.59
1964,92723.58
1965,127302.26
1966,132739.92
1967,325136.72
1968,424929.84
1969,408327.84
1970,411529.7
1971,456858.9
1972,379748.6
1973,302139.94
1974,350496.7
1975,571749.9
1976,276129.84
1977,363660.25
1978,350143.6
1979,334775.22
1980,208730.58
1981,372967.25
1982,217428.19
1983,201463.56
1984,169297.27
1985,226579.64
1986,201352.92
1987,210746.94
1988,163408.06
1989,182504.8
1990,202138.3
1991,238238.0
1992,220284.03
1993,153707.02
1994,225814.17
1995,175219.69
1996,274320.88
1997,319843.78
1998,322145.25
1999,307363.78
2000,317746.44
2001,290730.9
2002,244322.2
2003,243382.89
2004,290113.56
2005,226997.84
2006,223625.23
2007,246359.62
2008,240285.25
2009,201387.45
2010,191658.98
2011,124366.91
2012,170755.14
2013,173310.73
2014,177586.0
2015,216923.9
2016,188282.28
2017,189306.64
2018,98438.19
2019,122575.48
2020,66151.81
2021,92282.82
2022,218402.78
2023,137617.95
2024,290623.53
2025,354768.1
2026,165685.78
2027,148663.94
2028,150373.42
2029,170133.44
2030,262592.47
2031,232747.69
2032,260605.25
2033,250450.56
2034,167754.47
2035,237449.8
2036,189700.0
2037,212482.9
2038,321546.06
2039,231889.98
2040,319350.5
2041,303014.1
2042,203053.22
2043,182562.4
2044,175749.44
2045,205644.83
2046,157110.4
2047,135052.06
2048,133556.67
2049,131956.81
2050,160113.38
2051,95202.1
